y,u_velocity
0.0,-0.161153
0.005025125628140704,-0.16117099
0.010050251256281407,-0.16119413
0.01507537688442211,-0.16122183
0.020100502512562814,-0.16125356
0.02512562814070352,-0.16128793
0.03015075376884422,-0.1613254
0.035175879396984924,-0.16136414
0.04020100502512563,-0.16140388
0.04522613065326633,-0.16144429
0.05025125628140704,-0.16148403
0.05527638190954774,-0.1615228
0.06030150753768844,-0.16156013
0.06532663316582915,-0.16159524
0.07035175879396985,-0.16162753
0.07537688442211056,-0.16165617
0.08040201005025126,-0.16168079
0.08542713567839195,-0.16170086
0.09045226130653267,-0.16171585
0.09547738693467336,-0.161725
0.10050251256281408,-0.16172796
0.10552763819095477,-0.16172409
0.11055276381909548,-0.16171305
0.11557788944723618,-0.1616943
0.12060301507537688,-0.16166723
0.12562814070351758,-0.16163129
0.1306532663316583,-0.16158631
0.135678391959799,-0.16153152
0.1407035175879397,-0.16146669
0.1457286432160804,-0.16139098
0.15075376884422112,-0.1613042
0.15577889447236182,-0.16120571
0.16080402010050251,-0.1610951
0.1658291457286432,-0.16097179
0.1708542713567839,-0.16083509
0.17587939698492464,-0.16068475
0.18090452261306533,-0.16052008
0.18592964824120603,-0.1603402
0.19095477386934673,-0.16014491
0.19597989949748745,-0.15993348
0.20100502512562815,-0.15970507
0.20603015075376885,-0.1594592
0.21105527638190955,-0.15919524
0.21608040201005024,-0.15891194
0.22110552763819097,-0.15860915
0.22613065326633167,-0.15828577
0.23115577889447236,-0.15794104
0.23618090452261306,-0.15757413
0.24120603015075376,-0.15718459
0.24623115577889448,-0.15677083
0.25125628140703515,-0.15633266
0.2562814070351759,-0.15586878
0.2613065326633166,-0.15537849
0.2663316582914573,-0.15486082
0.271356783919598,-0.15431489
0.2763819095477387,-0.15373985
0.2814070351758794,-0.15313491
0.2864321608040201,-0.15249917
0.2914572864321608,-0.15183169
0.2964824120603015,-0.15113159
0.30150753768844224,-0.15039828
0.3065326633165829,-0.1496311
0.31155778894472363,-0.14882909
0.3165829145728643,-0.14799182
0.32160804020100503,-0.1471185
0.32663316582914576,-0.1462086
0.3316582914572864,-0.14526176
0.33668341708542715,-0.14427751
0.3417085427135678,-0.14325531
0.34673366834170855,-0.14219518
0.35175879396984927,-0.14109652
0.35678391959798994,-0.13995937
0.36180904522613067,-0.13878345
0.36683417085427134,-0.13756888
0.37185929648241206,-0.13631596
0.3768844221105528,-0.13502428
0.38190954773869346,-0.13369422
0.3869346733668342,-0.13232629
0.3919597989949749,-0.13092044
0.3969849246231156,-0.1294771
0.4020100502512563,-0.12799674
0.40703517587939697,-0.12647979
0.4120603015075377,-0.1249268
0.4170854271356784,-0.12333827
0.4221105527638191,-0.121714726
0.4271356783919598,-0.120056726
0.4321608040201005,-0.118365005
0.4371859296482412,-0.11664039
0.44221105527638194,-0.11488319
0.4472361809045226,-0.11309409
0.45226130653266333,-0.111273855
0.457286432160804,-0.10942328
0.4623115577889447,-0.10754277
0.46733668341708545,-0.10563283
0.4723618090452261,-0.10369432
0.47738693467336685,-0.10172753
0.4824120603015075,-0.09973333
0.48743718592964824,-0.09771223
0.49246231155778897,-0.09566416
0.49748743718592964,-0.09359
0.5025125628140703,-0.09148988
0.507537688442211,-0.08936436
0.5125628140703518,-0.08721315
0.5175879396984925,-0.08503703
0.5226130653266332,-0.08283582
0.5276381909547738,-0.08060936
0.5326633165829145,-0.07835792
0.5376884422110553,-0.0760814
0.542713567839196,-0.07377918
0.5477386934673367,-0.07145164
0.5527638190954774,-0.069097884
0.5577889447236181,-0.066717625
0.5628140703517588,-0.06431034
0.5678391959798995,-0.061875455
0.5728643216080402,-0.059412118
0.577889447236181,-0.056919176
0.5829145728643216,-0.05439627
0.5879396984924623,-0.051841877
0.592964824120603,-0.049254883
0.5979899497487438,-0.046633825
0.6030150753768845,-0.043977484
0.6080402010050251,-0.04128411
0.6130653266331658,-0.038551964
0.6180904522613065,-0.035778854
0.6231155778894473,-0.032963134
0.628140703517588,-0.030102316
0.6331658291457286,-0.027194146
0.6381909547738693,-0.024235338
0.6432160804020101,-0.021223646
0.6482412060301508,-0.018155944
0.6532663316582915,-0.015028932
0.6582914572864321,-0.011838729
0.6633165829145728,-0.008581633
0.6683417085427136,-0.005253958
0.6733668341708543,-0.001850708
0.678391959798995,0.0016324526
0.6834170854271356,0.0052007325
0.6884422110552764,0.008859481
0.6934673366834171,0.012614663
0.6984924623115578,0.01647251
0.7035175879396985,0.02044001
0.7085427135678392,0.024523715
0.7135678391959799,0.02873198
0.7185929648241206,0.03307278
0.7236180904522613,0.037554774
0.7286432160804021,0.042188242
0.7336683417085427,0.04698255
0.7386934673366834,0.051949166
0.7437185929648241,0.05709962
0.7487437185929648,0.06244667
0.7537688442211056,0.068003565
0.7587939698492463,0.07378461
0.7638190954773869,0.079805434
0.7688442211055276,0.086082146
0.7738693467336684,0.09263227
0.7788944723618091,0.09947414
0.7839195979899498,0.10662733
0.7889447236180904,0.11411235
0.7939698492462312,0.121950574
0.7989949748743719,0.13016485
0.8040201005025126,0.13877837
0.8090452261306533,0.1478153
0.8140703517587939,0.1573002
0.8190954773869347,0.1672588
0.8241206030150754,0.17771593
0.8291457286432161,0.18869802
0.8341708542713568,0.20023014
0.8391959798994975,0.21233764
0.8442211055276382,0.22504565
0.8492462311557789,0.2383785
0.8542713567839196,0.2523605
0.8592964824120604,0.26701465
0.864321608040201,0.28236416
0.8693467336683417,0.2984325
0.8743718592964824,0.31524178
0.8793969849246231,0.33281538
0.8844221105527639,0.3511771
0.8894472361809045,0.37034982
0.8944723618090452,0.39035788
0.8994974874371859,0.41122457
0.9045226130653267,0.4329722
0.9095477386934674,0.4556211
0.914572864321608,0.4791885
0.9195979899497487,0.5036877
0.9246231155778895,0.52912354
0.9296482412060302,0.55549353
0.9346733668341709,0.5827839
0.9396984924623115,0.6109657
0.9447236180904522,0.6399951
0.949748743718593,0.6698133
0.9547738693467337,0.7003479
0.9597989949748744,0.7315271
0.964824120603015,0.7632909
0.9698492462311558,0.79560673
0.9748743718592965,0.8284802
0.9798994974874372,0.86193687
0.9849246231155779,0.89598995
0.9899497487437187,0.9305941
0.9949748743718593,0.96562725
1.0,1.0009382
